code,section,book,title,chapter,part,addtitional,detail,section_sort
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 38,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"การให้ไฟสัญญาณของผู้ขับขี่รถยนต์หรือรถจักรยานยนต์ให้ปฏิบัติ ดังต่อไปนี้

(1) เมื่อจะหยุดรถ ผู้ขับขี่ต้องให้ไฟสัญญาณสีแดงที่ท้ายรถ

(2) เมื่อจะเลี้ยวรถ เปลี่ยนช่องเดินรถ หรือแซงขึ้นหน้ารถคันอื่น ผู้ขับขี่ต้องให้สัญญาณยกเลี้ยวสีเหลืองอำพัน หรือให้ไฟสัญญาณกระพริบสีขาวหรือสีเหลืองอำพันที่ติดอยู่หน้ารถหรือข้างรถ และไฟสัญญาณกระพริบสีแดงหรือสีเหลืองอำพันที่ติดอยู่ท้ายรถไปในทิศทางที่จะเลี้ยว เปลี่ยนช่องเดินรถ หรือแซงขึ้นหน้ารถคันอื่น

(3) เมื่อจะให้รถคันอื่นแซงขึ้นหน้า ผู้ขับขี่ต้องให้ไฟสัญญาณยกเลี้ยวสีเหลืองอำพัน หรือให้ไฟสัญญาณกระพริบสีแดงหรือสีเหลืองอำพันที่ติดอยู่ท้ายรถทางด้านซ้ายของรถ",41
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 39,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"เมื่อขับรถสวนกัน ให้ผู้ขับขี่ขับรถชิดด้านซ้ายของทางเดินรถ โดยให้ถือกึ่งกลางของทางเดินรถเป็นหลัก แต่ถ้าทางเดินรถใดได้จัดแบ่งเป็นช่องเดินรถไว้ ให้ถือเส้นหรือแนวที่แบ่งนั้นเป็นหลัก

ในทางเดินรถที่แคบ เมื่อขับรถสวนกัน ผู้ขับขี่แต่ละฝ่ายต้องลดความเร็วของรถเพื่อให้รถสวนกันได้โดยปลอดภัย

ในทางเดินรถที่แคบซึ่งไม่อาจขับรถสวนกันได้โดยปลอดภัย เมื่อขับรถสวนกัน ผู้ขับขี่ซึ่งขับรถคันที่ใหญ่กว่าต้องหยุดรถให้ชิดขอบทางเดินรถด้านซ้ายเพื่อให้ผู้ขับขี่ซึ่งขับรถคันที่เล็กกว่าผ่านไปได้

ในทางเดินรถที่มีสิ่งกีดขวางอยู่ข้างหน้า ผู้ขับขี่ต้องลดความเร็วของรถหรือหยุดรถเพื่อให้รถคันที่สวนมาผ่านไปได้",42
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 40,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"ผู้ขับขี่ต้องขับรถให้ห่างรถคันหน้าพอสมควรในระยะที่จะหยุดรถได้โดยปลอดภัยในเมื่อจำเป็นต้องหยุดรถ

ผู้ขับขี่ซึ่งขับรถขึ้นสะพานหรือทางลาดชันต้องใช้ความระมัดระวังไม่ให้รถถอยหลังไปโดนรถคันอื่น",43
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 41,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,ทางเดินรถใดที่มีเครื่องหมายจราจรให้เป็นทางเดินรถทางเดียว ให้ผู้ขับขี่ขับรถไปตามทิศทางที่ได้กำหนดไว้,44
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 42,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,ทางเดินรถใดที่มีเครื่องหมายจราจรแบ่งทางเดินรถออกเป็นสองทาง สำหรับรถเดินขึ้นทางหนึ่ง ล่องทางหนึ่ง โดยมีช่องว่างคั่นกลาง หรือทำเครื่องหมายจราจรกีดกั้นแสดงว่าทางเดินรถนั้นมีการแบ่งออกเป็นสองทางดังกล่าว ให้ผู้ขับขี่ขับรถชิดด้านซ้ายของทางเดินรถ,45
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"ห้ามมิให้ผู้ขับขี่ขับรถ

(1) ในขณะหย่อนความสามารถในอันที่จะขับ

(2) ในขณะเมาสุราหรือของเมาอย่างอื่น

(3) ในลักษณะกีดขวางการจราจร

(4) โดยประมาทหรือน่าหวาดเสียว อันอาจเกิดอันตรายแก่บุคคลหรือทรัพย์สิน

(5) ในลักษณะที่ผิดปกติวิสัยของการขับรถตามธรรมดา หรือไม่อาจแลเห็นทางด้านหน้าหรือด้านหลัง ด้านใดด้านหนึ่งหรือทั้งสองด้านได้พอแก่ความปลอดภัย หรือไม่คำนึงถึงความเดือดร้อนของผู้อื่น

(6) คร่อมหรือทับเส้นหรือแนวแบ่งช่องเดินรถ เว้นแต่เมื่อเปลี่ยนช่องเดินรถ เลี้ยวรถ หรือกลับรถ

(7) บนทางเท้าโดยไม่มีเหตุอันสมควร เว้นแต่รถลากเข็นสำหรับทารก คนป่วยหรือคนพิการ

(8) ในลักษณะที่เห็นได้ว่าไม่คำนึงถึงความปลอดภัยในชีวิตหรือร่างกายของผู้อื่น

(9) ในขณะใช้โทรศัพท์เคลื่อนที่ เว้นแต่การใช้โทรศัพท์เคลื่อนที่โดยผู้ขับขี่ไม่ต้องถือหรือจับโทรศัพท์เคลื่อนที่นั้น  ทั้งนี้ ตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนด",46
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43 ทวิ,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"ห้ามมิให้ผู้ขับขี่เสพยาเสพติดให้โทษตามกฎหมายว่าด้วยยาเสพติดให้โทษ หรือเสพวัตถุที่ออกฤทธิ์ต่อจิตและประสาทตามกฎหมายว่าด้วยวัตถุที่ออกฤทธิ์ต่อจิตและประสาท  ทั้งนี้ ตามที่ผู้บัญชาการตำรวจแห่งชาติกำหนดโดยประกาศในราชกิจจานุเบกษา

ให้หัวหน้าเจ้าพนักงานจราจร* พนักงานสอบสวน เจ้าพนักงานจราจร* หรือผู้ตรวจการมีอำนาจจัดให้มีการตรวจสอบผู้ขับขี่รถบางประเภทตามที่ผู้บัญชาการตำรวจแห่งชาติกำหนดโดยประกาศในราชกิจจานุเบกษาว่าได้เสพยาเสพติดให้โทษหรือเสพวัตถุที่ออกฤทธิ์ต่อจิตและประสาทตามวรรคหนึ่งหรือไม่ และหากผลการตรวจสอบในเบื้องต้นปรากฏว่าผู้ขับขี่นั้นไม่ได้เสพก็ให้ผู้ขับขี่นั้นขับรถต่อไปได้

ในกรณีที่ผู้ขับขี่ตามวรรคสองไม่ยอมให้ตรวจสอบ ให้หัวหน้าเจ้าพนักงานจราจร* พนักงานสอบสวน เจ้าพนักงานจราจร* หรือผู้ตรวจการมีอำนาจกักตัวผู้นั้นไว้ เพื่อดำเนินการตรวจสอบได้ภายในระยะเวลาเท่าที่จำเป็นแห่งกรณีเพื่อให้การตรวจสอบเสร็จสิ้นไปโดยเร็ว และเมื่อผู้นั้นยอมรับการตรวจสอบแล้ว หากผลการตรวจสอบในเบื้องต้นปรากฏว่าไม่ได้เสพ ก็ให้ปล่อยตัวไปทันที

การตรวจสอบตามมาตรานี้ให้เป็นไปตามหลักเกณฑ์และวิธีการที่กำหนดในกฎกระทรวง

[คำว่า “ผู้บัญชาการตำรวจแห่งชาติ” แก้ไขเพิ่มเติมโดยมาตรา 4 แห่งพระราชบัญญัติจราจรทางบก (ฉบับที่ 11) พ.ศ. 2559]",47
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43 ทวิ,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,"/1  ในกรณีที่มีอุบัติเหตุเกิดขึ้นและมีเหตุอันเชื่อได้ว่า ผู้ขับขี่หรือบุคคลที่อาจเป็นผู้ขับขี่ ได้กระทำการฝ่าฝืนมาตรา 43 ทวิ วรรคหนึ่ง หากบุคคลดังกล่าวอยู่ในภาวะหมดสติหรือได้รับอันตรายแก่กายจนไม่อาจให้ความยินยอมในการตรวจสอบการมีสารอยู่ในร่างกายตามมาตรา 43 ทวิ วรรคสอง ให้พนักงานสอบสวนมีอำนาจขอให้แพทย์ที่เกี่ยวข้องทำการตรวจพิสูจน์บุคคลดังกล่าว  ทั้งนี้ ตามหลักเกณฑ์และวิธีการที่ผู้บัญชาการตำรวจแห่งชาติกำหนด

การตรวจพิสูจน์ของแพทย์ตามวรรคหนึ่ง ให้ทำได้เท่าที่จำเป็นและสมควร โดยเก็บตัวอย่างเลือด ปัสสาวะ หรือของเสียอย่างอื่นจากร่างกายของบุคคลดังกล่าวด้วยวิธีทางการแพทย์และใช้วิธีการที่ก่อให้เกิดความเจ็บปวดน้อยที่สุดเท่าที่จะกระทำได้ ทั้งจะต้องไม่เป็นอันตรายอย่างอื่นต่อร่างกายหรืออนามัยของบุคคลนั้น

ค่าใช้จ่ายในการตรวจพิสูจน์ตามวรรคหนึ่ง ให้สั่งจ่ายจากงบประมาณตามระเบียบที่สำนักงานตำรวจแห่งชาติกำหนดโดยได้รับความเห็นชอบจากกระทรวงการคลัง",48
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43 ตรี,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,ในกรณีมีเหตุอันควรเชื่อว่าผู้ขับขี่ผู้ใดฝ่าฝืนมาตรา 43 (1) หรือ (2) ผู้ตรวจการมีอำนาจสั่งให้ผู้นั้นหยุดรถและสั่งให้มีการทดสอบตามมาตรา 142 ด้วย,49
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43 จัตวา,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,ในกรณีที่ผู้ตรวจการพบว่าผู้ขับขี่ผู้ใดฝ่าฝืนมาตรา 43 (1) หรือ (2) หรือมาตรา 43 ทวิ วรรคหนึ่ง ให้ผู้ตรวจการส่งตัวผู้นั้นพร้อมพยานหลักฐานในเบื้องต้นแก่พนักงานสอบสวนผู้มีอำนาจโดยเร็ว แต่ต้องไม่เกินหกชั่วโมงนับแต่เวลาที่พบการกระทำความผิดดังกล่าว เพื่อดำเนินคดีต่อไป,50
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 43 เบญจ,-,(3)  การใช้ทางเดินรถ,(1)  การขับรถ,-,-,ในการปฏิบัติหน้าที่ตามมาตรา 43 ทวิ และมาตรา 43 ตรี ให้ผู้ตรวจการแสดงบัตรประจำตัวของตนซึ่งออกตามกฎหมายว่าด้วยการขนส่งทางบกหรือกฎหมายว่าด้วยรถยนต์ต่อผู้ซึ่งเกี่ยวข้อง,51
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 44,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,"ผู้ขับขี่ซึ่งประสงค์จะขับรถแซงเพื่อขึ้นหน้ารถอื่นในทางเดินรถ ซึ่งไม่ได้แบ่งช่องทางเดินรถไว้ ต้องให้สัญญาณโดยกระพริบไฟหน้าหลายครั้ง หรือให้ไฟสัญญาณยกเลี้ยวขวา หรือให้เสียงสัญญาณดังพอที่จะให้ผู้ขับขี่ซึ่งขับรถคันหน้าให้สัญญาณตอบตามมาตรา 37 (3) หรือมาตรา 38 (3) และเมื่อเห็นว่าไม่เป็นการกีดขวางรถอื่นที่กำลังแซงแล้ว จึงจะแซงขึ้นหน้าได้

การแซงต้องแซงด้านขวาโดยมีระยะห่างจากรถที่ถูกแซงพอสมควร เมื่อเห็นว่าได้ขับผ่านขึ้นหน้ารถที่ถูกแซงไปในระยะที่ห่างเพียงพอแล้วจึงจะขับชิดด้านซ้ายของทางเดินรถได้",52
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 45,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,"ห้ามมิให้ผู้ขับขี่ขับรถแซงเพื่อขึ้นหน้ารถอื่นด้านซ้าย เว้นแต่ในกรณีต่อไปนี้

(1) รถที่จะถูกแซงกำลังเลี้ยวขวาหรือให้สัญญาณว่าจะเลี้ยวขวา

(2) ทางเดินรถนั้นได้จัดแบ่งเป็นช่องเดินรถในทิศทางเดียวกันไว้ตั้งแต่สองช่องขึ้นไป

การขับรถแซงด้านซ้ายตาม (1) หรือ (2) จะกระทำได้เมื่อไม่มีรถอื่นตามมาในระยะกระชั้นชิดและมีความปลอดภัยพอ",53
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 46,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,"ห้ามมิให้ผู้ขับขี่ขับรถแซงเพื่อขึ้นหน้ารถอื่นในกรณีต่อไปนี้

(1) เมื่อรถกำลังขึ้นทางชัน ขึ้นสะพาน หรืออยู่ในทางโค้ง เว้นแต่จะมีเครื่องหมายจราจรให้แซงได้

(2) ภายในระยะสามสิบเมตรก่อนถึงทางข้าม ทางร่วมทางแยก วงเวียนหรือเกาะที่สร้างไว้ หรือทางเดินรถที่ตัดข้ามทางรถไฟ

(3) เมื่อมีหมอก ฝน ฝุ่นหรือควัน จนทำให้ไม่อาจเห็นทางข้างหน้าได้ในระยะหกสิบเมตร

(4) เมื่อเข้าที่คับขันหรือเขตปลอดภัย",54
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 47,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,"ห้ามมิให้ผู้ขับขี่ขับรถแซงหรือผ่านขึ้นหน้ารถอื่นล้ำเข้าไปในเส้นกึ่งกลางของทางเดินรถที่กำหนดไว้ หรือที่มีเครื่องหมายจราจรแสดงเขตอันตราย หรือเขตให้ใช้ความระมัดระวังบนทางเดินรถ

ในกรณีที่ทางเดินรถด้านซ้ายมีสิ่งกีดขวางที่เป็นอุปสรรคแก่การจราจรและทางเดินรถด้านขวามีความกว้างเพียงพอ ผู้ขับขี่จะขับรถหลีกสิ่งกีดขวางล้ำเข้าไปในเส้นกึ่งกลางของทางเดินรถที่หัวหน้าเจ้าพนักงานจราจร*กำหนดไว้ก็ได้ ในเมื่อไม่กีดขวางการจราจรของรถที่สวนทางมา",55
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 48,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,ห้ามมิให้ผู้ขับขี่ขับรถแซงหรือผ่านขึ้นหน้ารถคันอื่นล้ำเข้าไปในช่องเดินรถประจำทาง เว้นแต่ในกรณีที่มีสิ่งกีดขวางการจราจรในทางเดินรถข้างหน้าหรือเมื่อต้องปฏิบัติตามคำสั่งของหัวหน้าเจ้าพนักงานจราจร* แต่ทั้งนี้จะขับรถอยู่ในช่องเดินรถประจำทางได้เพียงเท่าที่จำเป็นเท่านั้น,56
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 49,-,(3)  การใช้ทางเดินรถ,(2)  การขับแซงและผ่านขึ้นหน้า,-,-,"เมื่อได้รับสัญญาณขอแซงขึ้นหน้าจากรถคันที่อยู่ข้างหลัง ผู้ขับขี่ซึ่งขับรถที่มีความเร็วช้าหรือรถที่ใช้ความเร็วต่ำกว่าความเร็วของรถอื่นที่ขับไปในทิศทางเดียวกัน ต้องยอมให้รถที่ใช้ความเร็วสูงกว่าผ่านขึ้นหน้า ผู้ขับขี่ที่ถูกขอทางต้องให้สัญญาณตอบตามมาตรา 37 (3) หรือ มาตรา 38 (3) เมื่อเห็นว่าทางเดินรถข้างหน้าปลอดภัยและไม่มีรถอื่นสวนทางมาในระยะกระชั้นชิด และต้องลดความเร็วของรถและขับรถชิดด้านซ้ายของทางเดินรถเพื่อให้รถที่จะแซงผ่านขึ้นหน้าได้โดยปลอดภัย
",57
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 50,-,(3)  การใช้ทางเดินรถ,(3)  การออกรถ การเลี้ยวรถและการกลับรถ,-,-,การขับรถออกจากที่จอด ถ้ามีรถจอดหรือมีสิ่งกีดขวางอยู่ข้างหน้า ผู้ขับขี่ต้องให้สัญญาณด้วยมือและแขนตามมาตรา 37 หรือไฟสัญญาณตามมาตรา 38 และจะขับรถไปได้เมื่อเห็นว่าปลอดภัยและไม่เป็นการกีดขวางการจราจรของรถอื่น,58
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 51,-,(3)  การใช้ทางเดินรถ,(3)  การออกรถ การเลี้ยวรถและการกลับรถ,-,-,"การเลี้ยวรถ ให้ปฏิบัติดังนี้

(1) ถ้าจะเลี้ยวซ้าย

(ก) ในกรณีที่ไม่ได้แบ่งช่องเดินรถไว้ ให้ผู้ขับขี่ขับรถชิดทางเดินรถด้านซ้าย

(ข) ในกรณีที่มีการแบ่งช่องเดินรถไว้ และมีเครื่องหมายจราจรแสดงให้เลี้ยวซ้ายได้ ให้ผู้ขับขี่ขับรถในช่องเดินรถสำหรับรถที่จะเลี้ยวซ้าย  ทั้งนี้ ก่อนถึงทางเลี้ยวไม่น้อยกว่าสามสิบเมตร

(ค) ในกรณีที่มีช่องเดินรถประจำทางอยู่ทางเดินรถด้านซ้ายสุด ให้ผู้ขับขี่ขับรถชิดช่องเดินรถประจำทางก่อนถึงทางเลี้ยวไม่น้อยกว่าสามสิบเมตร และจะเลี้ยวรถผ่านเข้าไปในช่องเดินรถประจำทางได้เฉพาะในบริเวณที่มีเครื่องหมายจราจรให้เลี้ยวรถผ่านได้เท่านั้น

(2) ถ้าจะเลี้ยวขวา

(ก) สำหรับทางเดินรถที่ไม่ได้แบ่งช่องเดินรถไว้ ให้ผู้ขับขี่ขับรถชิดทางด้านขวาของแนวกึ่งกลางของทางเดินรถก่อนถึงทางเลี้ยวไม่น้อยกว่าสามสิบเมตร

(ข) สำหรับทางเดินรถที่ได้แบ่งช่องเดินรถในทิศทางเดียวกันไว้ตั้งแต่สองช่องขึ้นไป ให้ผู้ขับขี่ขับรถชิดทางด้านขวาสุดของทางเดินรถหรือในช่องที่มีเครื่องหมายจราจรแสดงให้เลี้ยวขวาได้  ทั้งนี้ ก่อนถึงทางเลี้ยวไม่น้อยกว่าสามสิบเมตร

(ค) ในกรณีที่มีช่องเดินรถประจำทางอยู่ทางเดินรถด้านขวาสุด ให้ผู้ขับขี่ขับรถชิดช่องเดินรถประจำทางก่อนถึงทางเลี้ยวไม่น้อยกว่าสามสิบเมตร และจะเลี้ยวรถผ่านเข้าไปในช่องเดินรถประจำทางได้เฉพาะในบริเวณที่มีเครื่องหมายจราจรให้เลี้ยวรถผ่านได้เท่านั้น

(ง) สำหรับทางเดินรถที่มีหัวหน้าเจ้าพนักงานจราจร*หรือเจ้าพนักงานจราจร*แสดงสัญญาณจราจรด้วยมือและแขน ให้ผู้ขับขี่ขับรถเลี้ยวขวาผ่านไปได้โดยไม่ต้องอ้อมหัวหน้าเจ้าพนักงานจราจร*หรือเจ้าพนักงานจราจร*

(จ) เมื่อรถอยู่ในทางร่วมทางแยก ผู้ขับขี่ต้องให้รถที่สวนมาในทางเดินรถทางเดียวกันผ่านทางร่วมทางแยกไปก่อน เมื่อเห็นว่าปลอดภัยแล้วจึงให้เลี้ยวขวาไปได้

(3) ถ้าจะเลี้ยวอ้อมวงเวียนหรือเกาะที่สร้างไว้ ให้ผู้ขับขี่ขับรถอ้อมไปทางซ้ายของวงเวียนหรือเกาะนั้น

ในกรณีตาม (1) และ (2) ผู้ขับขี่ต้องใช้ความระมัดระวังและต้องหยุดให้ทางแก่ผู้ที่กำลังข้ามทางและรถที่กำลังผ่านทางร่วมทางแยกจากทางด้านอื่นก่อน เว้นแต่ในกรณีที่มีรถเลี้ยวซ้ายและเลี้ยวขวาพร้อมกัน ให้รถเลี้ยวซ้ายให้ทางแก่รถเลี้ยวขวาก่อน",59
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 52,-,(3)  การใช้ทางเดินรถ,(3)  การออกรถ การเลี้ยวรถและการกลับรถ,-,-,ในทางเดินรถที่สวนกันได้ ห้ามมิให้ผู้ขับขี่กลับรถหรือเลี้ยวรถทางขวาในเมื่อมีรถอื่นสวนหรือตามมาในระยะน้อยกว่าหนึ่งร้อยเมตร เว้นแต่เมื่อเห็นว่าปลอดภัยและไม่เป็นการกีดขวางการจราจรของรถอื่น,60
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 53,-,(3)  การใช้ทางเดินรถ,(3)  การออกรถ การเลี้ยวรถและการกลับรถ,-,-,"ห้ามมิให้ผู้ขับขี่

(1) เลี้ยวรถหรือกลับรถในทางเดินรถที่มีเครื่องหมายห้ามเลี้ยวขวา ห้ามเลี้ยวซ้าย หรือห้ามกลับรถ

(2) กลับรถที่เขตปลอดภัย ที่คับขัน บนสะพาน หรือในระยะหนึ่งร้อยเมตรจากทางราบของเชิงสะพาน

(3) กลับรถที่ทางร่วมทางแยก เว้นแต่จะมีเครื่องหมายจราจรให้กลับรถในบริเวณดังกล่าวได้
",61
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 54,-,(3)  การใช้ทางเดินรถ,(4)  การหยุดรถและจอดรถ,-,-,"การหยุดรถหรือการจอดรถในทางเดินรถ ผู้ขับขี่ต้องให้สัญญาณด้วยมือและแขนตามมาตรา 37 หรือไฟสัญญาณตามมาตรา 38 ก่อนที่จะหยุดรถหรือจอดรถในระยะไม่น้อยกว่าสามสิบเมตร และจะหยุดรถหรือจอดรถได้เมื่อผู้ขับขี่เห็นว่าปลอดภัย และไม่เป็นการกีดขวางการจราจร

ผู้ขับขี่ต้องจอดรถทางด้านซ้ายของทางเดินรถ และจอดรถให้ด้านซ้ายของรถขนานชิดกับขอบทางหรือไหล่ทางในระยะห่างไม่เกินยี่สิบห้าเซนติเมตร หรือจอดรถตามทิศทางหรือด้านหนึ่งด้านใดของทางเดินรถที่หัวหน้าเจ้าพนักงานจราจร*กำหนดไว้ แต่ในกรณีที่มีช่องเดินรถประจำทางอยู่ทางด้านซ้ายสุดของทางเดินรถ ห้ามมิให้ผู้ขับขี่จอดรถในลักษณะดังกล่าวในเวลาที่กำหนดให้ใช้ช่องเดินรถประจำทางนั้น",62
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 55,-,(3)  การใช้ทางเดินรถ,(4)  การหยุดรถและจอดรถ,-,-,"ห้ามมิให้ผู้ขับขี่หยุดรถ

(1) ในช่องเดินรถ เว้นแต่หยุดชิดขอบทางด้านซ้ายของทางเดินรถในกรณีที่ไม่มีช่องเดินรถประจำทาง

(2) บนทางเท้า

(3) บนสะพานหรือในอุโมงค์

(4) ในทางร่วมทางแยก

(5) ในเขตที่มีเครื่องหมายจราจรห้ามหยุดรถ

(6) ตรงปากทางเข้าออกของอาคารหรือทางเดินรถ

(7) ในเขตปลอดภัย

(8) ในลักษณะกีดขวางการจราจร

ความในวรรคหนึ่งมิให้ใช้บังคับแก่ผู้ขับขี่ซึ่งจำเป็นต้องหยุดรถเพราะมีสิ่งกีดขวางอยู่ในทางเดินรถ หรือเครื่องยนต์หรือเครื่องอุปกรณ์ของรถขัดข้องหรือในกรณีที่ปฏิบัติตามสัญญาณจราจรหรือเครื่องหมายจราจร",63
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 56,-,(3)  การใช้ทางเดินรถ,(4)  การหยุดรถและจอดรถ,-,-,"ในกรณีที่เครื่องยนต์หรือเครื่องอุปกรณ์ของรถขัดข้องจนต้องจอดรถในทางเดินรถ ผู้ขับขี่ต้องนำรถให้พ้นทางเดินรถโดยเร็วที่สุด

ในกรณีตามวรรคหนึ่งถ้าจำเป็นต้องจอดรถอยู่ในทางเดินรถ ผู้ขับขี่ต้องจอดรถในลักษณะที่ไม่กีดขวางการจราจร และต้องแสดงเครื่องหมายหรือสัญญาณตามลักษณะและเงื่อนไขที่กำหนดในกฎกระทรวง",64
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 57,-,(3)  การใช้ทางเดินรถ,(4)  การหยุดรถและจอดรถ,-,-,"เว้นแต่จะได้มีบทบัญญัติ กฎ หรือข้อบังคับตามพระราชบัญญัตินี้กำหนดไว้เป็นอย่างอื่น ห้ามมิให้ผู้ขับขี่จอดรถ

(1) บนทางเท้า

(2) บนสะพานหรือในอุโมงค์

(3) ในทางร่วมทางแยก หรือในระยะสิบเมตรจากทางร่วมทางแยก

(4) ในทางข้าม หรือในระยะสามเมตรจากทางข้าม

(5) ในเขตที่มีเครื่องหมายจราจรห้ามจอดรถ

(6) ในระยะสามเมตรจากท่อน้ำดับเพลิง

(7) ในระยะสิบเมตรจากที่ติดตั้งสัญญาณจราจร

(8) ในระยะสิบห้าเมตรจากทางรถไฟผ่าน

(9) ซ้อนกันกับรถอื่นที่จอดอยู่ก่อนแล้ว

(10) ตรงปากทางเข้าออกของอาคารหรือทางเดินรถ หรือในระยะห้าเมตรจากปากทางเดินรถ

(11) ระหว่างเขตปลอดภัยกับขอบทาง หรือในระยะสิบเมตรนับจากปลายสุดของเขตปลอดภัยทั้งสองข้าง

(12) ในที่คับขัน

(13) ในระยะสิบห้าเมตรก่อนถึงเครื่องหมายหยุดรถประจำทางและเลยเครื่องหมายไปอีกสามเมตร

(14) ในระยะสามเมตรจากตู้ไปรษณีย์

(15) ในลักษณะกีดขวางการจราจร",65
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 58,-,(3)  การใช้ทางเดินรถ,(4)  การหยุดรถและจอดรถ,-,-,"การจอดรถในทางเดินรถที่ผู้ขับขี่ไม่อาจอยู่ควบคุมรถนั้น ผู้ขับขี่ต้องหยุดเครื่องยนต์และห้ามล้อรถนั้นไว้

การจอดรถในทางเดินรถที่เป็นทางลาดหรือชัน ผู้ขับขี่ต้องหันล้อหน้าของรถเข้าขอบทาง",66
